address_name,enforcement_proceedings,property_type,inspections_opendate,inspections_closeddate,violations_item_number,date_num,violation
Spring Garden,No,High Rise,2024-05-08,2024-06-25,0,48,0
Graydon Hall,No,High Rise,2024-08-07,2024-11-04,5,89,1
Carlton,No,High Rise,2024-06-20,2024-06-27,1,7,1
Orchard View,No,High Rise,2024-02-14,2024-09-11,2,210,1
Calvington,No,Low Rise,2024-05-01,2024-11-08,3,191,1
Park Vista,No,High Rise,2024-06-28,2024-11-20,5,145,1
Scarlett,No,High Rise,2024-05-07,2024-05-07,0,0,0
McLevin,No,High Rise,2024-05-01,2024-06-27,0,57,0
Shaughnessy,No,High Rise,2024-04-24,2024-09-26,2,155,1
Hotspur,No,Low Rise,2024-08-09,2024-08-28,1,19,1
Queen,No,Low Rise,2024-04-15,2024-04-23,0,8,0
Brian Harrison,No,High Rise,2024-10-29,2024-11-08,1,10,1
Woodlawn,No,Low Rise,2024-05-08,2024-07-24,6,77,1
Yonge,No,Low Rise,2024-05-08,2024-06-25,1,48,1
St Patrick,No,High Rise,2024-07-11,2024-07-11,0,0,0
Concord,No,Low Rise,2024-08-19,2024-11-08,5,81,1
Lawrence,No,High Rise,2024-02-14,2024-07-26,9,163,1
Lawrence,No,High Rise,2024-01-02,2024-01-04,1,2,1
Kipling,No,High Rise,2024-02-27,2024-04-24,2,57,1
The Donway,No,High Rise,2024-06-04,2024-07-04,5,30,1
Pembroke,No,Rooming House,2024-07-15,2024-07-31,1,16,1
Victoria Park,No,High Rise,2024-07-10,2024-10-09,2,91,1
Victoria Park,No,High Rise,2024-07-10,2024-10-09,6,91,1
Victoria Park,No,High Rise,2024-07-10,2024-10-09,10,91,1
Victoria Park,No,High Rise,2024-07-10,2024-10-09,11,91,1
Victoria Park,No,High Rise,2024-07-10,2024-10-09,13,91,1
Chiltern Hill,No,High Rise,2024-06-03,2024-10-08,0,127,0
Lake Shore,No,High Rise,2024-04-16,2024-05-28,1,42,1
High Park,No,High Rise,2024-09-11,2024-09-11,0,0,0
Antibes,No,High Rise,2024-01-10,2024-09-27,0,261,0
St George,No,Rooming House,2024-05-14,2024-10-28,2,167,1
St George,No,Rooming House,2024-05-14,2024-10-28,4,167,1
St Dennis,No,High Rise,2023-11-07,2024-01-30,2,84,1
Elm,No,High Rise,2023-11-01,2024-01-18,1,78,1
Collier,No,High Rise,2024-04-09,2024-08-23,1,136,1
Parkway Forest,No,High Rise,2023-08-14,2024-06-28,2,319,1
Parkway Forest,No,High Rise,2023-08-14,2024-06-28,4,319,1
Humber,No,High Rise,2024-02-01,2024-05-31,1,120,1
Cowan,No,High Rise,2024-03-25,2024-03-26,0,1,0
Harding,No,High Rise,2024-08-01,2024-08-06,0,5,0
Wilson,No,High Rise,2023-09-13,2024-05-30,3,260,1
Keele,No,Rooming House,2024-06-27,2024-10-10,5,105,1
Driftwood,No,High Rise,2024-07-16,2024-07-16,0,0,0
Lord Roberts,No,Low Rise,2024-10-23,2024-11-05,0,13,0
Thorncliffe Park,No,High Rise,2024-08-23,2024-09-10,0,18,0
Lake Shore,No,High Rise,2024-02-29,2024-02-29,0,0,0
William Carson,No,High Rise,2023-10-24,2024-01-17,0,85,0
Lisgar,No,High Rise,2024-06-18,2024-07-10,1,22,1
Jarvis,No,High Rise,2024-07-16,2024-09-23,1,69,1
Ellesmere,No,High Rise,2024-10-15,2024-11-06,2,22,1
Sunny Glenway,No,High Rise,2024-10-01,2024-11-05,1,35,1
Maitland,No,High Rise,2024-04-02,2024-05-02,0,30,0
Jane,No,High Rise,2024-05-17,2024-05-17,0,0,0
Richardson,No,High Rise,2023-08-17,2024-02-13,4,180,1
Roehampton,No,High Rise,2023-07-19,2024-02-22,2,218,1
Roehampton,No,High Rise,2023-07-19,2024-02-22,11,218,1
Roehampton,No,High Rise,2023-07-19,2024-02-22,16,218,1
Lisgar,No,High Rise,2023-09-12,2024-02-20,0,161,0
Old Leslie,No,High Rise,2023-10-17,2024-03-22,5,157,1
Old Leslie,No,High Rise,2023-10-17,2024-03-22,8,157,1
Brahms,No,High Rise,2023-10-11,2024-01-29,2,110,1
Skymark,No,High Rise,2023-10-17,2024-01-25,2,100,1
Skymark,No,High Rise,2023-10-17,2024-01-25,3,100,1
Godstone,No,High Rise,2023-10-11,2024-01-24,1,105,1
Sunnyside,No,Low Rise,2023-03-06,2024-09-18,2,562,1
Davenport,No,High Rise,2023-10-31,2024-01-22,1,83,1
Spadina,No,Rooming House,2023-12-21,2024-03-04,2,74,1
Cedarcroft,No,High Rise,2023-09-14,2024-01-08,1,116,1
Cedarcroft,No,High Rise,2023-09-14,2024-01-08,3,116,1
Cedarcroft,No,High Rise,2023-09-14,2024-01-08,5,116,1
St Clair,No,Low Rise,2023-12-06,2024-02-13,1,69,1
Yorkville,No,High Rise,2023-11-28,2024-04-04,1,128,1
Yorkville,No,High Rise,2023-11-28,2024-04-04,3,128,1
Yorkville,No,High Rise,2023-11-28,2024-04-04,4,128,1
Yorkville,No,High Rise,2023-11-28,2024-04-04,5,128,1
Yorkville,No,High Rise,2023-11-28,2024-04-04,6,128,1
Yorkville,No,High Rise,2023-11-28,2024-04-04,7,128,1
Dundas,No,High Rise,2023-12-27,2024-01-03,0,7,0
Queens Plate,No,High Rise,2023-12-06,2024-01-15,4,40,1
Thorncliffe Park,No,High Rise,2023-12-07,2024-03-13,0,97,0
Heath,No,High Rise,2023-12-07,2024-02-20,1,75,1
Skymark,No,High Rise,2023-12-13,2024-09-13,4,275,1
Sheppard,No,High Rise,2023-12-20,2024-02-14,2,56,1
Sheppard,No,High Rise,2023-12-19,2024-09-13,1,269,1
Sheppard,No,High Rise,2023-12-21,2024-09-13,3,267,1
Yonge,No,High Rise,2024-02-16,2024-02-16,0,0,0
Thorncliffe Park,No,High Rise,2024-04-15,2024-04-15,0,0,0
Richmond,No,High Rise,2024-06-05,2024-08-28,0,84,0
Jane,No,High Rise,2024-09-30,2024-11-08,0,39,0
Dora,No,High Rise,2024-05-08,2024-06-21,3,44,1
Spruce,No,Low Rise,2024-04-26,2024-09-06,1,133,1
Spruce,No,Low Rise,2024-04-26,2024-09-06,13,133,1
Mornelle,No,High Rise,2024-02-07,2024-02-28,0,21,0
Hayden,No,High Rise,2024-05-09,2024-07-03,5,55,1
Harding,No,High Rise,2024-06-27,2024-07-04,0,7,0
Neptune,No,Low Rise,2024-06-07,2024-08-09,1,63,1
Palmdale,No,High Rise,2024-09-05,2024-09-05,0,0,0
Davenport,No,High Rise,2024-01-22,2024-01-22,0,0,0
Dufferin,No,High Rise,2024-09-25,2024-11-20,7,56,1
Lawrence,No,Low Rise,2024-05-09,2024-05-09,0,0,0
York Mills,No,High Rise,2024-04-30,2024-05-23,0,23,0
Kingston,No,High Rise,2024-05-01,2024-08-12,8,103,1
Braemar,No,Low Rise,2024-03-11,2024-05-14,0,64,0
Weston,No,High Rise,2024-04-04,2024-07-09,1,96,1
Weston,No,High Rise,2024-04-04,2024-07-09,2,96,1
Beverley,No,Rooming House,2024-07-18,2024-07-22,1,4,1
Old Mill,No,High Rise,2024-02-22,2024-02-22,0,0,0
Holmes,No,High Rise,2023-07-17,2024-01-11,2,178,1
Steeles,No,High Rise,2023-07-13,2024-09-09,3,424,1
Steeles,No,High Rise,2023-07-13,2024-09-09,4,424,1
Byng,No,High Rise,2023-07-18,2024-09-04,3,414,1
Yonge,No,High Rise,2023-07-12,2024-04-25,9,288,1
Hycrest,No,High Rise,2023-07-13,2024-10-23,8,468,1
Greenfield,No,High Rise,2023-07-12,2024-07-26,8,380,1
Greenview,No,High Rise,2023-07-18,2024-10-04,6,444,1
Kenneth,No,High Rise,2023-07-13,2024-09-25,6,440,1
Balliol,No,Low Rise,2024-07-03,2024-07-05,0,2,0
Kingston,No,Low Rise,2024-06-25,2024-09-04,4,71,1
Brookbanks,No,High Rise,2024-05-23,2024-09-06,2,106,1
Bonis,No,High Rise,2024-05-22,2024-07-04,2,43,1
Cowan,No,High Rise,2024-04-30,2024-05-03,0,3,0
Bathurst,No,High Rise,2024-06-25,2024-06-25,0,0,0
Capreol,No,High Rise,2024-10-02,2024-11-01,1,30,1
Mill,No,High Rise,2024-05-15,2024-07-09,0,55,0
Morningside,No,High Rise,2024-06-05,2024-10-03,0,120,0
Burrows Hall,No,High Rise,2024-07-02,2024-07-03,0,1,0
Broadview,No,High Rise,2024-07-09,2024-10-17,1,100,1
Kenneth,No,High Rise,2023-07-13,2024-09-25,11,440,1
King,No,High Rise,2023-12-01,2024-04-23,2,144,1
King,No,High Rise,2023-12-01,2024-04-23,3,144,1
Wellington,No,High Rise,2023-11-09,2024-04-18,8,161,1
Duplex,No,High Rise,2023-07-19,2024-02-12,1,208,1
Hanna,No,High Rise,2023-09-08,2024-03-05,3,179,1
Hanna,No,High Rise,2023-09-08,2024-03-05,4,179,1
Don Mills,No,High Rise,2023-07-20,2024-02-15,1,210,1
Lawton,No,High Rise,2023-07-24,2024-02-21,2,212,1
Lawton,No,High Rise,2023-07-24,2024-02-21,3,212,1
Grenoble,No,High Rise,2023-09-14,2024-01-17,1,125,1
Islington,No,High Rise,2023-09-15,2024-02-01,3,139,1
Islington,No,High Rise,2023-09-15,2024-02-01,5,139,1
Islington,No,High Rise,2023-09-15,2024-02-01,9,139,1
Islington,No,High Rise,2023-09-15,2024-02-01,4,139,1
Sheridan,No,Residential Care,2023-09-19,2024-01-30,0,133,0
McMahon,No,High Rise,2023-09-19,2024-02-15,0,149,0
Holly,No,High Rise,2023-09-19,2024-10-24,2,401,1
Sheppard,No,High Rise,2023-09-20,2024-01-11,1,113,1
Finch,No,High Rise,2023-10-17,2024-02-05,1,111,1
Dundas,No,Rooming House,2023-12-18,2024-01-10,0,23,0
College,No,Low Rise,2023-12-12,2024-07-16,1,217,1
Graydon Hall,No,High Rise,2023-11-03,2024-02-07,2,96,1
Graydon Hall,No,High Rise,2023-11-03,2024-02-07,3,96,1
Manning,No,Rooming House,2023-12-20,2024-01-12,1,23,1
Augusta,No,Rooming House,2024-02-01,2024-05-21,1,110,1
Augusta,No,Rooming House,2024-02-01,2024-05-21,2,110,1
Avenue,No,High Rise,2023-12-18,2024-04-11,1,115,1
Carlton,No,Rooming House,2023-12-19,2024-03-13,3,85,1
Carlton,No,Rooming House,2023-12-19,2024-03-13,4,85,1
Kingsview,No,High Rise,2023-12-14,2024-02-02,0,50,0
Birchmount,No,Low Rise,2023-12-22,2024-01-05,0,14,0
Edward,No,High Rise,2023-12-19,2024-01-09,1,21,1
Winona,No,High Rise,2023-12-20,2024-03-21,3,92,1
Dixon,No,High Rise,2023-12-21,2024-11-13,5,328,1
Walmer,No,High Rise,2023-12-21,2024-02-21,2,62,1
Walmer,No,High Rise,2023-12-21,2024-05-10,4,141,1
Walmer,No,High Rise,2023-12-21,2024-05-10,11,141,1
Walmer,No,High Rise,2023-12-21,2024-03-20,2,90,1
Islington,No,High Rise,2024-07-02,2024-07-25,3,23,1
Silver Springs,No,High Rise,2024-02-13,2024-02-22,0,9,0
Linus,No,High Rise,2024-09-25,2024-09-30,0,5,0
Danforth,No,Low Rise,2024-11-06,2024-11-06,0,0,0
Doncrest,No,Low Rise,2024-07-12,2024-07-12,0,0,0
Wilson,No,Hospital,2024-05-29,2024-05-30,0,1,0
Queens Quay,No,High Rise,2024-06-10,2024-08-30,1,81,1
Spencer,No,Rooming House,2024-05-06,2024-07-02,0,57,0
George,No,High Rise,2024-05-01,2024-07-04,1,64,1
George,No,High Rise,2024-05-01,2024-07-04,2,64,1
George,No,High Rise,2024-05-01,2024-07-04,3,64,1
George,No,High Rise,2024-05-01,2024-07-04,9,64,1
Forest Manor,No,High Rise,2024-10-03,2024-10-17,1,14,1
McCowan,No,High Rise,2024-06-27,2024-07-15,0,18,0
Glen Everest,No,Low Rise,2024-03-21,2024-03-22,0,1,0
London Green,No,High Rise,2023-12-20,2024-04-04,1,106,1
Humber,No,High Rise,2024-02-01,2024-05-31,2,120,1
Humber,No,High Rise,2024-02-01,2024-05-31,3,120,1
Humber,No,High Rise,2024-02-01,2024-05-31,5,120,1
Birchmount,No,Hospital,2024-06-20,2024-06-20,0,0,0
Bloor,No,Low Rise,2024-01-16,2024-04-02,0,77,0
Lawrence,No,Nursing Home,2024-07-29,2024-08-06,0,8,0
Wilson,No,High Rise,2023-09-13,2024-05-30,1,260,1
Sheppard,No,High Rise,2024-10-02,2024-10-31,0,29,0
Oak,No,High Rise,2024-01-08,2024-03-13,0,65,0
Warrender,No,High Rise,2024-03-12,2024-08-21,1,162,1
Fort York,No,High Rise,2024-02-27,2024-04-30,3,63,1
Roehampton,No,High Rise,2024-11-14,2024-11-19,0,5,0
Glen Everest,No,High Rise,2024-10-29,2024-11-05,0,7,0
Trolley,No,High Rise,2024-08-02,2024-08-22,0,20,0
Foxbar,No,Residential Care,2024-04-17,2024-06-12,3,56,1
Walmer,No,High Rise,2024-04-16,2024-05-07,3,21,1
Kingston,No,High Rise,2024-06-19,2024-09-30,4,103,1
Kingston,No,High Rise,2024-06-19,2024-09-30,5,103,1
Avoca,No,High Rise,2024-05-07,2024-05-07,0,0,0
Dawes,No,High Rise,2024-04-24,2024-10-11,3,170,1
Walmer,No,High Rise,2024-01-11,2024-02-15,0,35,0
Fieldway,No,Low Rise,2024-05-06,2024-05-15,0,9,0
Hanna,No,High Rise,2023-09-08,2024-03-05,5,179,1
Chaplin,No,High Rise,2023-09-20,2024-03-20,4,182,1
Caledonia,No,High Rise,2023-11-23,2024-07-29,2,249,1
Caledonia,No,High Rise,2023-11-23,2024-07-29,3,249,1
Glen Park,No,High Rise,2023-11-01,2024-02-08,2,99,1
Covington,No,High Rise,2023-09-14,2024-06-10,7,270,1
Covington,No,High Rise,2023-09-14,2024-06-10,8,270,1
New Heights,No,High Rise,2023-09-19,2024-04-03,3,197,1
Bathurst,No,High Rise,2023-08-03,2024-01-15,2,165,1
Fairview Mall,No,High Rise,2023-07-11,2024-01-23,3,196,1
Fairview Mall,No,High Rise,2023-07-11,2024-01-23,8,196,1
Amaranth,No,Low Rise,2023-10-10,2024-03-27,5,169,1
Replin,No,Low Rise,2023-10-10,2024-04-02,2,175,1
Goldfinch,No,High Rise,2023-11-24,2024-03-07,2,104,1
Lawrence,No,High Rise,2023-10-02,2024-01-03,4,93,1
Lawrence,No,High Rise,2023-10-02,2024-01-03,8,93,1
Bathurst,No,High Rise,2023-12-18,2024-05-31,2,165,1
Dundas,No,High Rise,2023-10-17,2024-05-03,7,199,1
Victoria Park,No,High Rise,2023-09-26,2024-01-03,5,99,1
Lawrence,No,High Rise,2023-10-18,2024-02-07,0,112,0
Dovercourt,No,High Rise,2023-11-21,2024-03-14,5,114,1
Graydon Hall,No,High Rise,2023-09-22,2024-01-24,9,124,1
Sheppard,No,High Rise,2023-09-27,2024-03-18,1,173,1
Walmer,No,High Rise,2023-12-21,2024-03-20,7,90,1
Walmer,No,High Rise,2023-12-21,2024-03-20,10,90,1
Hill Heights,No,Low Rise,2024-07-23,2024-08-28,0,36,0
Lawrence,No,Low Rise,2024-01-24,2024-04-18,1,85,1
Lawrence,No,Low Rise,2024-01-24,2024-04-18,3,85,1
Winona,No,High Rise,2024-09-03,2024-09-03,0,0,0
Concord,No,Low Rise,2024-08-19,2024-11-08,4,81,1
Lawrence,No,High Rise,2024-02-14,2024-07-26,4,163,1
Lawrence,No,High Rise,2024-02-14,2024-07-26,12,163,1
Yonge,No,High Rise,2024-02-06,2024-02-08,0,2,0
Eglinton,No,Low Rise,2024-08-21,2024-11-20,3,91,1
Victoria Park,No,High Rise,2024-07-10,2024-10-09,7,91,1
Torbolton,No,Low Rise,2024-01-24,2024-01-26,2,2,1
Fontenay,No,Low Rise,2024-09-10,2024-09-12,0,2,0
Fountainhead,No,High Rise,2024-04-19,2024-04-19,0,0,0
Alton Towers,No,High Rise,2024-06-10,2024-08-19,2,70,1
Lawton,No,High Rise,2023-07-12,2024-06-25,2,349,1
Lawton,No,High Rise,2023-07-12,2024-06-25,3,349,1
Fort York,No,High Rise,2023-10-13,2024-01-09,8,88,1
Merchants' Wharf,No,High Rise,2023-12-20,2024-03-08,1,79,1
Peter,No,High Rise,2023-08-14,2024-01-26,1,165,1
Peter,No,High Rise,2023-08-14,2024-01-26,2,165,1
Cameron,No,High Rise,2023-10-25,2024-02-01,4,99,1
Bathurst,No,High Rise,2023-08-15,2024-02-16,4,185,1
Richmond,No,High Rise,2023-08-15,2024-01-16,4,154,1
Richardson,No,High Rise,2023-08-17,2024-02-13,1,180,1
Richardson,No,High Rise,2023-08-17,2024-02-13,2,180,1
The West Mall,No,Low Rise,2024-08-16,2024-10-02,0,47,0
Dowling,No,High Rise,2023-11-29,2024-04-02,2,125,1
Warrender,No,High Rise,2024-01-05,2024-03-01,2,56,1
Church,No,High Rise,2024-05-09,2024-07-23,1,75,1
Victoria Park,No,High Rise,2023-11-22,2024-01-24,3,63,1
Bayview,No,Low Rise,2024-10-07,2024-10-18,0,11,0
Augusta,No,Low Rise,2023-12-22,2024-04-09,7,109,1
Kingston,No,High Rise,2024-06-24,2024-09-05,9,73,1
Belvidere,No,Low Rise,2024-08-12,2024-08-12,0,0,0
Richview,No,High Rise,2024-03-06,2024-08-01,2,148,1
Homewood,No,Rooming House,2024-07-12,2024-08-20,1,39,1
Alton Towers,No,High Rise,2024-06-10,2024-08-19,2,70,1
Alton Towers,No,High Rise,2024-06-10,2024-08-19,3,70,1
Ontario,No,High Rise,2024-05-17,2024-07-25,1,69,1
Wellesley,No,High Rise,2024-04-11,2024-07-24,6,104,1
Bellevue,No,Low Rise,2024-04-15,2024-04-15,0,0,0
Lomond,No,High Rise,2024-04-16,2024-07-22,2,97,1
McCowan,No,High Rise,2024-07-23,2024-07-23,0,0,0
Lotherton,No,High Rise,2024-09-05,2024-09-26,2,21,1
Lake Shore,No,Low Rise,2023-07-28,2024-03-19,0,235,0
Pharmacy,No,High Rise,2023-08-01,2024-08-14,2,379,1
Pharmacy,No,High Rise,2023-08-01,2024-08-14,8,379,1
King,No,Low Rise,2023-09-05,2024-07-02,2,301,1
The Queensway,No,High Rise,2023-08-11,2024-05-07,0,270,0
King,No,High Rise,2023-08-17,2024-02-07,9,174,1
Sherbourne,No,High Rise,2023-09-29,2024-01-16,5,109,1
Dalhousie,No,High Rise,2023-09-26,2024-03-25,3,181,1
Dalhousie,No,High Rise,2023-09-26,2024-03-25,5,181,1
Dalhousie,No,High Rise,2023-09-26,2024-03-25,6,181,1
McLevin,No,High Rise,2023-11-08,2024-02-01,2,85,1
Forest Manor,No,High Rise,2023-09-29,2024-02-15,5,139,1
Forest Manor,No,High Rise,2023-09-29,2024-02-15,8,139,1
Sheppard,No,High Rise,2023-10-03,2024-02-15,1,135,1
Dufferin,No,High Rise,2023-12-15,2024-01-25,3,41,1
Dufferin,No,High Rise,2023-11-01,2024-06-06,2,218,1
Lansdowne,No,High Rise,2023-11-23,2024-01-18,1,56,1
Lee Centre,No,High Rise,2023-11-15,2024-07-26,8,254,1
Neilson,No,High Rise,2023-10-02,2024-01-24,3,114,1
York Mills,No,High Rise,2023-09-29,2024-01-05,7,98,1
Newbold,No,Low Rise,2023-11-22,2024-03-20,5,119,1
Valley Woods,No,High Rise,2023-09-28,2024-06-05,3,251,1
Alton Towers,No,High Rise,2024-06-10,2024-08-19,3,70,1
St Dennis,No,High Rise,2023-11-07,2024-01-30,6,84,1
St Clair,No,Low Rise,2024-01-12,2024-04-23,1,102,1
O'Neill,No,High Rise,2024-07-19,2024-08-13,0,25,0
St George,No,High Rise,2024-09-24,2024-10-24,0,30,0
Eddystone,No,Low Rise,2024-09-10,2024-09-10,0,0,0
Sanderling,No,Low Rise,2023-11-28,2024-02-28,6,92,1
Sanderling,No,Low Rise,2023-11-28,2024-02-28,8,92,1
Niska,No,High Rise,2024-03-13,2024-04-04,3,22,1
Kingston,No,High Rise,2024-05-01,2024-08-12,2,103,1
Kingston,No,High Rise,2024-05-01,2024-08-12,4,103,1
Gordonridge,No,High Rise,2024-05-01,2024-06-13,4,43,1
Jameson,No,High Rise,2024-07-23,2024-10-09,6,78,1
Don Mills,No,High Rise,2024-07-08,2024-07-08,0,0,0
Harbour,No,High Rise,2024-09-06,2024-10-08,0,32,0
Emmett,No,High Rise,2024-02-14,2024-05-08,5,84,1
Trethewey,No,High Rise,2024-05-01,2024-05-01,0,0,0
Jarvis,No,High Rise,2024-04-11,2024-05-15,3,34,1
Spadina,No,Rooming House,2024-08-29,2024-09-03,0,5,0
Raglan,No,High Rise,2024-06-26,2024-08-07,0,42,0
Rose,No,Low Rise,2024-10-22,2024-10-22,0,0,0
York Mills,No,High Rise,2024-04-09,2024-04-10,0,1,0
Tapscott,No,High Rise,2024-07-18,2024-09-04,1,48,1
Livingston,No,High Rise,2023-10-26,2024-05-03,1,190,1
Ellesmere,No,Nursing Home,2024-11-13,2024-11-13,0,0,0
Adanac,No,High Rise,2024-03-21,2024-05-02,4,42,1
Eglinton,No,High Rise,2024-03-07,2024-03-21,0,14,0
Blake,No,High Rise,2024-01-11,2024-01-15,1,4,1
Wilson,No,Low Rise,2024-06-13,2024-07-16,1,33,1
Ordnance,No,High Rise,2024-09-24,2024-10-23,1,29,1
Prudential,No,High Rise,2023-11-14,2024-03-18,1,125,1
Chestnut,No,High Rise,2023-11-21,2024-01-10,1,50,1
Chestnut,No,High Rise,2023-11-21,2024-01-10,2,50,1
Broadview,No,High Rise,2024-07-09,2024-10-17,4,100,1
Broadview,No,High Rise,2024-07-09,2024-10-17,5,100,1
University,No,Hospital,2024-09-26,2024-11-12,0,47,0
Forest Manor,No,High Rise,2024-07-02,2024-09-25,0,85,0
Kennedy,No,Hotel & Motel,2024-03-05,2024-03-19,0,14,0
Kingston,No,High Rise,2024-06-19,2024-09-30,1,103,1
Dawes,No,High Rise,2024-04-24,2024-10-11,2,170,1
Dawes,No,High Rise,2024-04-24,2024-10-11,5,170,1
Gerrard,No,High Rise,2023-09-21,2024-01-04,5,105,1
Scott,No,High Rise,2023-08-30,2024-06-17,2,292,1
Scott,No,High Rise,2023-08-30,2024-06-17,3,292,1
Grenville,No,High Rise,2023-08-24,2024-02-21,1,181,1
Dundas,No,High Rise,2023-10-16,2024-06-25,7,253,1
Power,No,High Rise,2023-08-11,2024-06-05,2,299,1
Sackville,No,High Rise,2023-08-11,2024-03-12,2,214,1
Sackville,No,High Rise,2023-08-11,2024-03-12,9,214,1
Balliol,No,High Rise,2023-08-10,2024-04-10,1,244,1
Balliol,No,High Rise,2023-08-10,2024-04-10,9,244,1
Dowling,No,Rooming House,2024-05-16,2024-08-07,2,83,1
Edgecliff Golfway,No,High Rise,2023-08-02,2024-03-22,4,233,1
Don Mills,No,High Rise,2023-08-14,2024-04-19,10,249,1
Don Mills,No,High Rise,2023-07-10,2024-04-23,4,288,1
Christie,No,Nursing Home,2023-07-17,2024-02-01,0,199,0
Roehampton,No,High Rise,2023-07-19,2024-02-22,3,218,1
Roehampton,No,High Rise,2023-07-19,2024-02-22,9,218,1
Roehampton,No,High Rise,2023-07-19,2024-02-22,13,218,1
Roehampton,No,High Rise,2023-07-19,2024-02-22,18,218,1
Don Mills,No,High Rise,2023-07-20,2024-02-14,1,209,1
Don Mills,No,High Rise,2023-07-20,2024-02-14,2,209,1
Baseball,No,High Rise,2024-03-06,2024-03-21,0,15,0
Concorde,No,High Rise,2024-02-07,2024-03-22,0,44,0
Tuxedo,No,High Rise,2023-12-04,2024-05-31,5,179,1
Avenue,No,High Rise,2024-01-22,2024-02-28,0,37,0
Queens Quay,No,High Rise,2024-03-18,2024-03-18,0,0,0
Marlee,No,High Rise,2024-07-22,2024-09-03,1,43,1
Avenue,No,High Rise,2024-09-03,2024-10-03,6,30,1
Avenue,No,High Rise,2024-09-03,2024-10-03,8,30,1
Erskine,No,High Rise,2024-08-08,2024-10-10,4,63,1
Ann O'Reilly,No,High Rise,2023-10-24,2024-02-15,0,114,0
Lake Shore,No,High Rise,2024-11-19,2024-11-19,0,0,0
Rathburn,No,High Rise,2024-03-05,2024-04-11,2,37,1
Yonge,No,High Rise,2024-03-19,2024-04-23,2,35,1
Weston,No,High Rise,2024-04-03,2024-04-03,0,0,0
Weston,No,High Rise,2024-09-10,2024-11-06,1,57,1
Lawrence,No,High Rise,2024-05-02,2024-10-23,2,174,1
Lawrence,No,High Rise,2024-05-02,2024-10-23,5,174,1
Stephenson,No,Low Rise,2024-06-28,2024-09-18,1,82,1
Frederick Todd,No,High Rise,2024-06-27,2024-06-27,0,0,0
Scarlett,No,High Rise,2024-04-25,2024-10-29,4,187,1
Scarlett,No,High Rise,2024-04-25,2024-10-29,11,187,1
Scarlett,No,High Rise,2024-04-25,2024-10-29,13,187,1
Lake Shore,No,Low Rise,2024-07-17,2024-07-23,0,6,0
Graydon Hall,No,High Rise,2024-02-15,2024-03-19,2,33,1
Martha Eaton,No,High Rise,2024-01-30,2024-03-08,7,38,1
Neilson,No,High Rise,2024-03-19,2024-04-02,0,14,0
Goodwood Park,No,High Rise,2024-08-02,2024-11-20,6,110,1
Lawrence,No,High Rise,2024-04-29,2024-04-29,0,0,0
Jarvis,No,High Rise,2024-06-14,2024-10-01,2,109,1
King,No,High Rise,2024-04-22,2024-04-22,0,0,0
Terraview,No,High Rise,2024-05-08,2024-05-22,0,14,0
Valhalla Inn,No,High Rise,2024-01-22,2024-04-30,3,99,1
Weston,No,High Rise,2024-04-04,2024-07-09,7,96,1
Weston,No,High Rise,2024-04-04,2024-07-09,9,96,1
Queen,No,High Rise,2024-02-15,2024-04-16,1,61,1
Henry Lane,No,Low Rise,2024-08-23,2024-09-24,0,32,0
Islington,No,High Rise,2024-07-02,2024-07-25,1,23,1
Glamorgan,No,High Rise,2024-06-07,2024-06-07,0,0,0
Bathurst,No,High Rise,2024-05-13,2024-05-13,0,0,0
The Queensway,No,High Rise,2024-07-25,2024-08-21,0,27,0
Eva,No,High Rise,2024-06-18,2024-07-08,0,20,0
Tuxedo,No,High Rise,2024-07-16,2024-07-16,0,0,0
Simcoe,No,High Rise,2024-06-06,2024-06-20,0,14,0
Marine Parade,No,High Rise,2024-07-17,2024-07-26,0,9,0
Dundas,No,High Rise,2024-01-03,2024-01-03,0,0,0
Bridletowne,No,High Rise,2024-05-09,2024-08-07,1,90,1
Adanac,No,High Rise,2024-07-05,2024-07-30,0,25,0
Graydon Hall,No,High Rise,2023-12-01,2024-02-27,3,88,1
Beverley,No,Rooming House,2024-06-05,2024-06-05,0,0,0
Thorncliffe Park,No,High Rise,2024-06-17,2024-06-17,0,0,0
Yonge,No,High Rise,2024-05-14,2024-07-22,1,69,1
East Liberty,No,High Rise,2024-05-06,2024-10-24,3,171,1
East Liberty,No,High Rise,2024-05-06,2024-10-24,6,171,1
Bathurst,No,High Rise,2024-03-28,2024-07-26,3,120,1
Simcoe,No,High Rise,2024-10-31,2024-10-31,0,0,0
Bater,No,Low Rise,2024-06-12,2024-07-31,1,49,1
Tuxedo,No,High Rise,2023-12-04,2024-05-31,6,179,1
Birchmount,No,High Rise,2024-05-17,2024-06-20,4,34,1
Drewry,No,Low Rise,2024-04-09,2024-05-28,0,49,0
Bathurst,No,Low Rise,2024-08-30,2024-08-30,0,0,0
Eglinton,No,Low Rise,2023-11-23,2024-08-28,2,279,1
The East Mall,No,Low Rise,2023-10-31,2024-01-02,0,63,0
Grangeway,No,High Rise,2023-08-30,2024-07-30,6,335,1
Shelborne,No,Low Rise,2023-08-24,2024-09-03,3,376,1
Brin,No,High Rise,2023-09-20,2024-03-18,4,180,1
Pharmacy,No,High Rise,2023-08-01,2024-08-14,7,379,1
Pharmacy,No,High Rise,2023-08-01,2024-08-14,12,379,1
Lawrence,No,High Rise,2023-10-17,2024-11-05,5,385,1
